CNPJ,RazaoSocial,RegistroANS,Trimestre,Ano,ValorDespesas
,,344788,2,2025,48776910.42
,,344788,3,2025,72029787.08
,,344800,1,2025,421107393.36
,,344800,2,2025,806493870.9
,,344800,3,2025,1185146258.81
,,344885,1,2025,2397464409.35
,,344885,2,2025,4393468472.14
,,344885,3,2025,6650346031.44
,,344915,1,2025,7148111.2
,,344915,2,2025,11627210.84
,,344915,3,2025,16243445.469999999
,,345091,1,2025,87305532.92
,,345091,2,2025,179837315.69
,,345091,3,2025,269624779.16
,,345318,1,2025,28363213.12
,,345318,2,2025,55080155.52
,,345318,3,2025,80462068.7
,,345458,1,2025,105024803.44
,,345458,2,2025,203374803.74
,,345458,3,2025,311557188.66
,,345598,1,2025,356358472.09000003
,,345598,2,2025,649497628.0
,,345598,3,2025,988121588.1899999
,,345709,1,2025,207074011.38
,,345709,2,2025,388606120.99
,,345709,3,2025,597956153.51
,,345741,1,2025,8153845.13
,,345741,2,2025,8737174.280000001
,,345741,3,2025,8819647.68
,,345776,1,2025,80121161.55
,,345776,2,2025,159154659.13
,,345776,3,2025,235461030.74
,,346004,1,2025,25133873.39
,,346004,2,2025,52516412.79
,,346004,3,2025,79666109.75
,,346209,1,2025,194855420.45000002
,,346209,2,2025,348349759.02
,,346209,3,2025,502804305.37
,,346276,1,2025,430234814.12
,,346276,2,2025,818089815.66
,,346276,3,2025,1220046021.81
,,346659,1,2025,11965066945.62
,,346659,2,2025,22568768888.55
,,346659,3,2025,33523883885.25
,,346870,1,2025,43843608.68
,,346926,1,2025,2186732570.48
,,346926,2,2025,3897215041.48
,,346926,3,2025,5698133692.32
,,346951,1,2025,92796009.28
,,346951,2,2025,179908347.1
,,346951,3,2025,273760998.42
,,347108,1,2025,81984208.96
,,347108,2,2025,150513399.31
,,347108,3,2025,228077742.6
,,347507,1,2025,342424676.24
,,347507,2,2025,655985604.72
,,347507,3,2025,981664472.8199999
,,347604,1,2025,13285823.27
,,347604,2,2025,25950862.23
,,347604,3,2025,39104201.01
,,347655,1,2025,147176649.88
,,347655,2,2025,300134160.26
,,347655,3,2025,481773581.88
,,347736,1,2025,65275087.66
,,347736,2,2025,116331906.66
,,347736,3,2025,167553666.59
,,347795,1,2025,9064755.61
,,347795,2,2025,17087985.6
,,347795,3,2025,25116795.64
,,347825,1,2025,17463354.41
,,347825,2,2025,30663421.54
,,347825,3,2025,45635718.58
,,348082,1,2025,378005769.5
,,348082,2,2025,702852870.51
,,348082,3,2025,1052083910.61
,,348180,1,2025,685599064.71
,,348180,2,2025,1186535205.53
,,348180,3,2025,1653194015.0
,,348244,1,2025,178689176.25
,,348244,2,2025,315838738.84
,,348244,3,2025,461012059.07
,,348261,1,2025,81428657.11
,,348261,2,2025,152931619.75
,,348261,3,2025,225913181.35
,,348295,1,2025,1396632982.46
,,348295,2,2025,2873331693.52
,,348295,3,2025,4426858783.34
,,348520,1,2025,1551053350.49
,,348520,2,2025,3107780669.66
,,348520,3,2025,4404878256.11
,,348830,1,2025,327805027.13
,,348830,2,2025,621976662.41
,,348830,3,2025,896839708.14
,,349534,1,2025,190590769.37
,,349534,2,2025,380154359.29
,,349682,1,2025,445416841.98
,,349682,2,2025,923433617.48
,,349682,3,2025,1432887217.72
,,349712,1,2025,558295416.56
,,349712,2,2025,1034639185.5400001
,,349712,3,2025,1542499741.39
,,350141,1,2025,691376379.3100001
,,350141,2,2025,1315788169.31
,,350141,3,2025,1965442928.1000001
,,350249,1,2025,505520684.49
,,350249,2,2025,941059454.59
,,350249,3,2025,1331441393.92
,,350346,1,2025,44487848.89
,,350346,2,2025,70595385.13
,,350346,3,2025,100484123.2
,,350371,1,2025,367090066.41
,,350371,2,2025,680291897.91
,,350371,3,2025,1009538819.16
,,350494,1,2025,106554338.56
,,350494,2,2025,217136563.06
,,350494,3,2025,333112596.16
,,350648,1,2025,52509783.46
,,350648,2,2025,97917158.71000001
,,350648,3,2025,149260712.4
,,350699,1,2025,144648038.76
,,350699,2,2025,327227665.68
,,350699,3,2025,495331145.76
,,350770,1,2025,6826280.9799999995
,,350770,2,2025,13223025.92
,,350770,3,2025,19615067.21
,,351202,1,2025,1184936330.72
,,351202,2,2025,2340675634.06
,,351202,3,2025,3556450906.64
,,351270,1,2025,52571804.89
,,351270,2,2025,103029878.35
,,351270,3,2025,154396881.32
,,351407,1,2025,209419454.3
,,351407,2,2025,369156758.72
,,351407,3,2025,560211015.63
,,351776,1,2025,43588778.22
,,351776,2,2025,81999650.65
,,351776,3,2025,116858856.94
,,351792,1,2025,-128728.08999999944
,,351792,2,2025,-4036031.2199999993
,,352179,1,2025,134661261.6
,,352179,2,2025,246342751.94
,,352179,3,2025,375041068.92
,,352314,1,2025,150726425.56
,,352314,2,2025,269552039.57
,,352314,3,2025,405515760.0
,,352331,1,2025,1499661654.25
,,352331,2,2025,3056743855.38
,,352331,3,2025,4760400280.93
,,352501,1,2025,5527240082.82
,,352501,2,2025,10707211000.04
,,352501,3,2025,16212233317.460001
,,352519,1,2025,34187501.34
,,352519,2,2025,59167651.07
,,352519,3,2025,78550969.23
,,352543,1,2025,310079640.19
,,352543,2,2025,645972194.42
,,352543,3,2025,1087163026.85
,,352586,1,2025,147440220.75
,,352586,2,2025,217475819.27
,,352586,3,2025,310788610.7
,,352683,1,2025,380327654.81
,,352683,2,2025,740808601.8
,,352683,3,2025,1126901416.59
,,353027,1,2025,98013339.72
,,353027,2,2025,192866119.09
,,353027,3,2025,284057858.58
,,353060,1,2025,412591399.74
,,353060,2,2025,759160591.1899999
,,353060,3,2025,1131466750.65
,,353264,1,2025,33002737.86
,,353264,2,2025,66973210.51
,,353264,3,2025,100527260.56
,,353353,1,2025,807428977.9
,,353353,2,2025,1558656981.78
,,353353,3,2025,2338304838.9
,,353663,1,2025,639802948.35
,,353663,2,2025,1221815656.39
,,353663,3,2025,1851628607.06
,,353698,1,2025,30528878.18
,,353698,2,2025,63679702.120000005
,,353698,3,2025,98179791.91
,,353876,1,2025,66486072.67
,,353876,2,2025,118538680.19
,,353876,3,2025,165767457.62
,,354031,1,2025,701848260.59
,,354031,2,2025,1369065104.29
,,354031,3,2025,2086423943.83
,,354066,1,2025,606302820.64
,,354066,2,2025,1121786391.23
,,354066,3,2025,1675956445.43
,,354279,1,2025,130712304.36
,,354279,2,2025,236726854.67
,,354279,3,2025,340501078.33
,,354295,1,2025,377564549.12
,,354295,2,2025,773114473.1
,,354295,3,2025,1180156207.02
,,354325,1,2025,133087913.56
,,354325,2,2025,234063785.05
,,354325,3,2025,354211328.14
,,354511,1,2025,220099399.69
,,354511,2,2025,428943320.89
,,354511,3,2025,658231919.2
,,354562,1,2025,241088027.12
,,354562,2,2025,543023400.41
,,354562,3,2025,865970062.0699999
,,354619,1,2025,46548170.64
,,354619,2,2025,95211503.58
,,354619,3,2025,145743045.91
,,354627,1,2025,14323056158.07
,,354627,2,2025,14398177819.72
,,354627,3,2025,14478341934.039999
,,354678,1,2025,27275400.41
,,354678,2,2025,49716827.1
,,354678,3,2025,76101375.72
,,354783,1,2025,490243148.41
,,354783,2,2025,966777737.8
,,354783,3,2025,1466664407.48
,,354996,1,2025,57988563.42
,,354996,2,2025,102452255.33
,,354996,3,2025,150480981.34
,,355097,1,2025,1168906223.1200001
,,355097,2,2025,2385989523.9900002
,,355097,3,2025,3478189221.66
,,355151,1,2025,523842625.8
,,355151,2,2025,991847564.94
,,355151,3,2025,1451916162.25
,,355577,1,2025,113048116.66
,,355577,2,2025,207257226.69
,,355577,3,2025,314562328.15999997
,,355593,1,2025,85524362.16
,,355593,2,2025,155700144.88
,,355593,3,2025,239400220.19000003
,,355691,1,2025,1039727625.41
,,355691,2,2025,1950819709.3
,,355691,3,2025,2939666517.04
,,355721,1,2025,1245522527.2
,,355721,2,2025,2416022264.09
,,355721,3,2025,3659235230.32
,,356123,1,2025,218968224.26999998
,,356123,2,2025,445105558.61
,,356123,3,2025,695997548.0
,,356417,1,2025,577530935.34
,,356417,2,2025,1177496691.3899999
,,356417,3,2025,1811964050.94
,,356476,1,2025,201987701.87
,,356476,2,2025,373731970.13
,,356476,3,2025,561239224.52
,,356581,1,2025,101962007.36
,,356581,2,2025,182333659.76
,,356581,3,2025,263781166.58
,,357022,1,2025,134761816.45
,,357022,2,2025,254345497.5
,,357022,3,2025,372591819.96
,,357138,1,2025,222094958.31
,,357138,2,2025,450593167.27
,,357138,3,2025,683195895.76
,,357260,1,2025,292676116.02
,,357260,2,2025,565594735.98
,,357260,3,2025,833339808.8199999
,,357391,1,2025,2930819624.97
,,357391,2,2025,5413913577.52
,,357391,3,2025,8274001235.65
,,357511,1,2025,1466074444.86
,,357511,2,2025,2776209187.61
,,357511,3,2025,4114106616.27
,,357669,1,2025,30092397.79
,,357669,2,2025,55723778.28
,,357669,3,2025,80305060.78
,,357715,1,2025,65225934.38
,,357715,2,2025,121079253.92999999
,,357715,3,2025,182985805.85
,,358053,1,2025,83138821.09
,,358053,2,2025,314999479.15
,,358053,3,2025,662055937.78
,,358088,1,2025,342772785.46
,,358088,2,2025,643984067.7
,,358088,3,2025,957576820.21
,,358096,1,2025,154352065.16
,,358096,2,2025,287289101.81
,,358096,3,2025,419861891.28
,,358282,1,2025,79390182.53
,,358282,2,2025,145486083.71
,,358282,3,2025,225336031.43
,,358339,1,2025,9700953.17
,,358339,2,2025,17200243.080000002
,,358339,3,2025,24762636.88
,,358436,1,2025,22069362.09
,,358436,2,2025,46671301.04
,,358436,3,2025,72165987.17
,,358754,1,2025,85658317.77
,,358754,2,2025,167321832.04999998
,,358754,3,2025,205844455.12
,,359017,1,2025,14321242803.43
,,359017,2,2025,30802174297.66
,,359017,3,2025,44806429435.75
,,359033,1,2025,63983301.12
,,359033,2,2025,114143629.74000001
,,359033,3,2025,178738814.52
,,359122,1,2025,138572484.70000002
,,359122,2,2025,258926547.04
,,359122,3,2025,392658882.29
,,359289,1,2025,300161849.8
,,359289,2,2025,557671116.65
,,359661,1,2025,3304302165.16
,,359661,2,2025,6433215727.9
,,359661,3,2025,9900404413.54
,,359777,1,2025,397316845.82
,,359777,2,2025,738663447.27
,,359777,3,2025,1095664124.16
,,360244,1,2025,406259411.40999997
,,360244,2,2025,764569570.8
,,360244,3,2025,1128848942.26
,,360414,1,2025,92462991.95
,,360414,2,2025,180667054.37
,,360414,3,2025,260349287.03
,,360449,1,2025,1966845158.95
,,360449,2,2025,3753515215.62
,,360449,3,2025,5742756958.97
,,360783,1,2025,15731005.03
,,360783,2,2025,31841338.2
,,360783,3,2025,51900880.96
,,361011,1,2025,882215012.49
,,361011,2,2025,1552178964.9099998
,,361011,3,2025,2286289231.46
,,361461,1,2025,125732672.12
,,361461,2,2025,228956583.95
,,361461,3,2025,344981458.96
,,361569,1,2025,21648187.1
,,361569,2,2025,36389797.54
,,361569,3,2025,53273212.34
,,361593,1,2025,15010959.959999999
,,361593,2,2025,31092138.69
,,361593,3,2025,48557526.800000004
,,361615,1,2025,174063173.67
,,361615,2,2025,329566171.84000003
,,361615,3,2025,489151793.76
,,361941,1,2025,136303892.25
,,361941,2,2025,252746289.16
,,361941,3,2025,369798930.05
,,362140,1,2025,153482347.77
,,362140,2,2025,259547028.92000002
,,362140,3,2025,378587199.85
,,362573,1,2025,60516565.21
,,362573,2,2025,119046870.74
,,362573,3,2025,187536097.71
,,362832,1,2025,55588528.51
,,362832,2,2025,104640733.04
,,362832,3,2025,164087565.43
,,363189,1,2025,17325991.63
,,363189,2,2025,29704248.17
,,363189,3,2025,42515813.32
,,363286,1,2025,93206186.74
,,363286,2,2025,154880590.4
,,363286,3,2025,221504494.22
,,363391,1,2025,17891059.43
,,363391,2,2025,27736758.48
,,363391,3,2025,37499874.99
,,363855,1,2025,147523324.99
,,363855,2,2025,261951047.53
,,363855,3,2025,397728212.61
,,364070,1,2025,40834551.72
,,364070,2,2025,80005586.47
,,364070,3,2025,118608063.14
,,364312,1,2025,490587366.72
,,364312,2,2025,985857079.98
,,364312,3,2025,1485438446.96
,,364584,1,2025,619727152.9300001
,,364584,2,2025,1200021767.16
,,364584,3,2025,1799957863.72
,,364592,1,2025,78132607.57
,,364592,2,2025,143084603.25
,,364592,3,2025,200582535.0
,,364860,1,2025,274167596.47
,,364860,2,2025,542209191.81
,,364860,3,2025,838029245.8100001
,,365238,1,2025,101249110.38
,,365238,2,2025,192893997.98
,,365238,3,2025,283104449.07
,,365530,1,2025,65908982.71
,,365530,2,2025,126441883.24
,,365530,3,2025,191846651.67
,,365645,1,2025,20654256.91
,,365645,2,2025,20654256.91
,,365645,3,2025,24364854.29
,,365777,1,2025,115794272.53
,,365777,2,2025,224291216.8
,,365777,3,2025,351401861.93
,,365785,1,2025,6025645.71
,,365785,2,2025,12075068.639999999
,,365785,3,2025,18382707.83
,,366064,1,2025,110471170.02
,,366064,2,2025,216952105.04
,,366064,3,2025,324167671.57
,,366340,1,2025,73681948.42
,,366340,2,2025,140797850.62
,,366340,3,2025,207617513.49
,,366439,1,2025,23830005.91
,,366439,2,2025,51333360.120000005
,,366439,3,2025,88938279.31
,,366561,1,2025,468991931.51
,,366561,2,2025,881172546.4
,,366561,3,2025,1271204403.86
,,367087,1,2025,499262249.2
,,367087,2,2025,921175379.16
,,367087,3,2025,1374711289.89
,,367095,1,2025,486242710.56
,,367095,2,2025,1010642437.74
,,367095,3,2025,1502341289.87
,,367397,1,2025,468130286.8
,,367397,2,2025,891048966.68
,,367397,3,2025,1328269081.96
,,367613,1,2025,18919521.81
,,367613,2,2025,32509985.77
,,367613,3,2025,46671282.19
,,368148,1,2025,115375374.9
,,368148,2,2025,216091258.47
,,368148,3,2025,320826965.58
,,368253,1,2025,13809385187.98
,,368253,2,2025,32380377643.1
,,368253,3,2025,42044049912.67
,,368555,1,2025,34362481.94
,,368555,2,2025,67752095.28
,,368555,3,2025,107442381.71
,,368920,1,2025,150281909.87
,,368920,2,2025,264671528.68
,,368920,3,2025,403211724.98
,,369292,1,2025,552910476.11
,,369292,2,2025,1108638392.5
,,369292,3,2025,1653175373.21
,,369411,1,2025,311496434.48
,,369411,2,2025,558386991.89
,,369411,3,2025,831055687.68
,,369659,1,2025,853944276.81
,,369659,2,2025,1621947307.0
,,369659,3,2025,2423124098.9700003
,,370070,1,2025,858611964.68
,,370070,2,2025,1570064483.7
,,370070,3,2025,2339415762.08
,,370088,1,2025,95166131.18
,,370088,2,2025,171871809.68
,,370088,3,2025,258139975.06
,,370568,1,2025,10317758.05
,,370568,2,2025,21639178.75
,,370568,3,2025,33171687.310000002
,,370592,1,2025,29948414.62
,,370592,2,2025,53336391.1
,,370592,3,2025,77109111.6
,,370681,1,2025,287589282.59000003
,,370681,2,2025,536581093.1
,,370681,3,2025,782556333.27
,,370711,1,2025,7827251.17
,,370711,2,2025,15037147.85
,,370711,3,2025,22869448.36
,,370975,1,2025,87464391.08
,,370975,2,2025,157881328.18
,,370975,3,2025,219687848.44
,,371106,1,2025,298294275.7
,,371106,2,2025,589694603.23
,,371106,3,2025,901231619.92
,,371254,1,2025,1252169449.92
,,371254,2,2025,2307748210.2
,,371254,3,2025,3535318769.15
,,371564,1,2025,62110222.66
,,371564,2,2025,108674947.54
,,371564,3,2025,153549515.27
,,371629,1,2025,277624936.25
,,371629,2,2025,533856854.09
,,371629,3,2025,815055268.62
,,371777,1,2025,200856229.6
,,371777,2,2025,378632606.46
,,371777,3,2025,599552886.24
,,372561,1,2025,128065115.41
,,372561,2,2025,248430318.63
,,372561,3,2025,369729157.78
,,372609,1,2025,353342377.76
,,372609,2,2025,660447099.29
,,372609,3,2025,971673376.02
,,373109,2,2025,10979918.42
,,373109,3,2025,16855735.7
,,374440,1,2025,47491002.95999999
,,374440,2,2025,94141588.77
,,374440,3,2025,136184162.98000002
,,378216,1,2025,95408694.31
,,378216,2,2025,171771513.09
,,378216,3,2025,255846619.87
,,379280,1,2025,288028977.95
,,379280,2,2025,572847452.52
,,379280,3,2025,870471899.53
,,379956,1,2025,3197914981.37
,,379956,2,2025,6259317418.08
,,379956,3,2025,9500993663.64
,,380661,1,2025,629196486.87
,,380661,2,2025,1095765862.46
,,380661,3,2025,1430379959.43
,,381144,1,2025,7564611.2
,,381144,2,2025,14241217.32
,,381144,3,2025,22646408.98
,,382281,1,2025,7406532.41
,,382281,2,2025,15360354.34
,,382281,3,2025,23611938.32
,,382540,1,2025,141754986.87
,,382540,2,2025,284368544.31
,,382540,3,2025,437462504.83
,,382639,1,2025,3162468.84
,,382639,2,2025,6656268.13
,,382639,3,2025,10802560.78
,,382655,1,2025,8629387.27
,,382655,2,2025,17205358.98
,,382655,3,2025,26936622.130000003
,,382876,1,2025,4002723531.68
,,382876,2,2025,7499120297.37
,,382876,3,2025,10855870109.52
,,384577,1,2025,1238544868.96
,,384577,2,2025,2184946270.66
,,384577,3,2025,3164710495.53
,,384704,1,2025,40460208.44
,,384704,2,2025,74663949.71
,,384704,3,2025,115075319.60000001
,,385255,1,2025,221185894.41
,,385255,2,2025,416273929.14000005
,,385255,3,2025,626418880.63
,,385620,1,2025,84169641.11
,,385620,2,2025,157978975.8
,,385620,3,2025,229692654.66
,,385697,1,2025,692381627.1999999
,,385697,2,2025,1357165760.94
,,385697,3,2025,2008171414.47
,,386588,1,2025,461769457.54
,,386588,2,2025,884959003.46
,,386588,3,2025,1321261339.97
,,386596,1,2025,201708419.63
,,386596,2,2025,331924429.49
,,386596,3,2025,496818396.2
,,386901,1,2025,43032826.019999996
,,386901,2,2025,90699050.17
,,386901,3,2025,149454952.55
,,387185,1,2025,44074674.08
,,387185,2,2025,76739061.42
,,387185,3,2025,110390326.35
,,388092,1,2025,13416826.03
,,388092,2,2025,31617917.02
,,388092,3,2025,52642463.5
,,389358,1,2025,15703550.98
,,389358,2,2025,29959396.26
,,389358,3,2025,101014925.85
,,389854,1,2025,15836646.69
,,389854,2,2025,33248340.72
,,389854,3,2025,50329583.59
,,390259,1,2025,13500053.6
,,390259,2,2025,24182727.669999998
,,390259,3,2025,34803421.5
,,392804,1,2025,603375631.58
,,392804,2,2025,1265253573.6
,,392804,3,2025,1819587638.76
,,393321,2,2025,438286071.59999996
,,393533,1,2025,6725227.580000001
,,393533,2,2025,14447946.02
,,393533,3,2025,42212847.82
,,394734,1,2025,218458869.83
,,394734,2,2025,298039069.08
,,394734,3,2025,377697312.27
,,395480,1,2025,133259929.48
,,395480,2,2025,232474297.67
,,395480,3,2025,326392946.7
,,397245,1,2025,2174111.44
,,397245,2,2025,3695897.29
,,397245,3,2025,4961472.57
,,401081,1,2025,163371322.06
,,401081,2,2025,307334041.22
,,401081,3,2025,452413127.73
,,401480,1,2025,38669807.79
,,401480,2,2025,65868624.989999995
,,401480,3,2025,97771613.79
,,402001,1,2025,17106073.23
,,402001,2,2025,30481194.55
,,402001,3,2025,42992646.03
,,402206,1,2025,33361175.28
,,402206,2,2025,62823930.72
,,402206,3,2025,96625101.96
,,402966,1,2025,82108260.41
,,402966,2,2025,132934403.12
,,402966,3,2025,160286054.05
,,403962,1,2025,94942542.88
,,403962,2,2025,183358916.63
,,403962,3,2025,267119552.3
,,404241,1,2025,27000675.58
,,404241,2,2025,48489324.95
,,404241,3,2025,72450847.52
,,406481,1,2025,133736061.04
,,406481,2,2025,239195785.19000003
,,406481,3,2025,356174929.93
,,406554,1,2025,220951391.26
,,406554,2,2025,353747377.92
,,406554,3,2025,576164457.32
,,406635,1,2025,15157300.01
,,406635,2,2025,25848281.400000002
,,406635,3,2025,37423598.330000006
,,406805,1,2025,31774790.8
,,406805,2,2025,60945126.9
,,406805,3,2025,97021737.86
,,406813,1,2025,6881925.57
,,406813,2,2025,12613789.32
,,406813,3,2025,18409887.05
,,406937,1,2025,40554905.480000004
,,406937,2,2025,70532331.11999999
,,406937,3,2025,103705200.78
,,406945,1,2025,84771026.48
,,406945,2,2025,157280466.51999998
,,406945,3,2025,227139728.74
,,407011,1,2025,385501387.26
,,407011,2,2025,632787219.4499999
,,407011,3,2025,687231722.04
,,407224,1,2025,27688957.63
,,407224,2,2025,34693384.67
,,407224,3,2025,42227511.39
,,407534,1,2025,5242779.82
,,407534,2,2025,9070177.92
,,407534,3,2025,13042476.05
,,407569,1,2025,10045069.86
,,407569,2,2025,18628191.31
,,407569,3,2025,27169990.14
,,408026,1,2025,7554142.3
,,408026,2,2025,15901760.450000001
,,408026,3,2025,23858417.61
,,408034,1,2025,8819481.92
,,408034,2,2025,13459800.35
,,408034,3,2025,18131187.330000002
,,408093,1,2025,5770892.17
,,408093,2,2025,9256590.43
,,408093,3,2025,20928465.34
,,408263,1,2025,15355929.07
,,408263,2,2025,29708976.38
,,408263,3,2025,43792672.87
,,408522,1,2025,3841798.16
,,408522,2,2025,5911052.39
,,408522,3,2025,7166026.86
,,408794,1,2025,50550397.41
,,408794,2,2025,87999357.3
,,408794,3,2025,132436026.97
,,409243,1,2025,271878298.09999996
,,409243,2,2025,501055189.09
,,409243,3,2025,749826126.99
,,409286,1,2025,927010.54
,,409286,2,2025,1574010.32
,,409286,3,2025,2425404.5100000002
,,409405,1,2025,11476791.87
,,409405,2,2025,14300713.08
,,409405,3,2025,19386711.46
,,409413,1,2025,19719468.68
,,409413,2,2025,39245002.19
,,409413,3,2025,57429300.78
,,409634,1,2025,11578293.549999999
,,409634,2,2025,24759011.209999997
,,409634,3,2025,35420895.71
,,409791,1,2025,8259902.2700000005
,,409791,2,2025,14781755.030000001
,,409791,3,2025,22234145.400000002
,,410110,1,2025,44402311.22
,,410110,2,2025,78217734.87
,,410110,3,2025,109758221.21
,,410128,1,2025,63287198.48
,,410128,2,2025,121601931.98
,,410128,3,2025,180275433.21
,,410292,1,2025,112341922.67
,,410292,2,2025,203943457.76
,,410292,3,2025,316697447.18
,,410608,1,2025,22553627.95
,,410608,2,2025,43724842.13
,,410608,3,2025,65131510.82
,,410624,1,2025,20173995.41
,,410624,2,2025,33312839.849999998
,,410624,3,2025,46481510.0
,,410888,1,2025,37482974.71
,,410888,2,2025,78815346.98
,,410888,3,2025,124315091.99
,,411248,1,2025,8694235.81
,,411248,2,2025,16018286.91
,,411248,3,2025,23085919.32
,,411256,1,2025,673415623.97
,,411256,2,2025,1272833343.16
,,411256,3,2025,1903434648.09
,,411582,1,2025,86821096.96
,,411582,2,2025,157872057.26
,,411582,3,2025,233364396.73999998
,,411752,1,2025,480221126.35
,,411752,2,2025,698837241.61
,,411752,3,2025,891464090.3599999
,,411809,1,2025,18457235.34
,,411809,2,2025,32483466.86
,,411809,3,2025,49353696.82
,,411868,1,2025,15207960.3
,,411868,2,2025,26727531.02
,,411868,3,2025,43119548.54
,,412015,1,2025,5397368.69
,,412015,2,2025,10435758.31
,,412015,3,2025,17393658.76
,,412058,1,2025,51976780.19
,,412058,2,2025,89584487.8
,,412058,3,2025,128112384.33
,,412252,1,2025,35898417.64
,,412252,2,2025,76244287.45
,,412252,3,2025,110324716.11
,,412295,1,2025,120474326.95
,,412295,2,2025,194425438.6
,,412295,3,2025,272459725.34
,,412635,1,2025,59938248.839999996
,,412635,2,2025,70499211.67
,,412635,3,2025,86281841.85
,,412759,1,2025,63164941.62
,,412759,2,2025,106423366.17
,,412759,3,2025,163836593.87
,,412996,1,2025,15179907.05
,,412996,2,2025,26691889.74
,,412996,3,2025,37955453.99
,,413160,1,2025,67914552.11999999
,,413160,2,2025,130055489.96
,,413160,3,2025,204827046.47
,,413267,1,2025,4880159.37
,,413267,2,2025,7249265.72
,,413267,3,2025,10861171.58
,,413283,1,2025,5270713.029999999
,,413283,2,2025,11139596.690000001
,,413283,3,2025,18973913.06
,,413330,1,2025,55004988.059999995
,,413330,2,2025,102180946.42999999
,,413330,3,2025,150863017.33
,,413372,1,2025,35486564.88
,,413372,2,2025,60051897.43
,,413372,3,2025,89981755.25
,,413429,1,2025,27114301.14
,,413429,2,2025,52237436.54
,,413429,3,2025,76536012.56
,,413518,1,2025,26209239.139999997
,,413518,2,2025,56640954.06
,,413518,3,2025,86157253.63
,,413534,1,2025,1341051795.35
,,413534,2,2025,2503586179.84
,,413534,3,2025,3669712306.89
,,413551,2,2025,3556854.21
,,413551,3,2025,4604572.6
,,413721,1,2025,46012802.48
,,413721,2,2025,86058132.71
,,413721,3,2025,130035307.27
,,413747,1,2025,5189083.75
,,413747,2,2025,10188260.11
,,413747,3,2025,15215668.96
,,414026,1,2025,11054680.46
,,414026,2,2025,19574960.11
,,414026,3,2025,26961062.52
,,414212,1,2025,41134964.76
,,414212,2,2025,71143687.47
,,414212,3,2025,103578764.71
,,414310,1,2025,194074928.07
,,414310,2,2025,354230226.57
,,414310,3,2025,531406521.42
,,414352,1,2025,200600113.75
,,414352,2,2025,379242769.15999997
,,414352,3,2025,555955080.53
,,414387,1,2025,7837878.63
,,414387,2,2025,15192988.93
,,414387,3,2025,23280443.360000003
,,414492,1,2025,273928497.53000003
,,414492,2,2025,518272516.16
,,414492,3,2025,795547935.77
,,414573,1,2025,113801421.65
,,414573,2,2025,211656325.35999998
,,414573,3,2025,314291303.69
,,414581,1,2025,290816079.29
,,414581,2,2025,557148726.24
,,414581,3,2025,795706186.59
,,414654,1,2025,9984616.37
,,414654,2,2025,17987293.02
,,414654,3,2025,26550884.13
,,414662,1,2025,26941460.8
,,414662,2,2025,47792544.91
,,414662,3,2025,67769837.88
,,414689,1,2025,5001143.2700000005
,,414689,2,2025,6766179.47
,,414689,3,2025,10051126.749999998
,,414701,1,2025,12224833.64
,,414701,2,2025,23656097.0
,,414701,3,2025,35234117.49
,,414905,1,2025,49526930.28
,,414905,2,2025,188027562.57
,,414905,3,2025,285023757.61
,,414930,1,2025,144927239.92
,,414930,2,2025,275633763.07
,,414930,3,2025,415197326.43
,,415014,1,2025,147110319.16
,,415014,2,2025,270889404.39
,,415014,3,2025,360325600.8
,,415065,1,2025,57445150.59
,,415065,2,2025,124155617.94
,,415065,3,2025,199829867.65
,,415081,1,2025,4727895.43
,,415081,2,2025,7858072.12
,,415081,3,2025,12576391.97
,,415111,1,2025,360811024.8
,,415111,2,2025,687790652.82
,,415111,3,2025,988890807.8199999
,,415243,1,2025,5750500.72
,,415243,2,2025,11432497.75
,,415243,3,2025,18010577.79
,,415626,1,2025,36398989.92
,,415626,2,2025,72945674.59
,,415626,3,2025,115274431.2
,,415693,1,2025,213394846.09
,,415693,2,2025,419937440.7
,,415693,3,2025,624073079.77
,,415774,1,2025,253430241.99
,,415774,2,2025,459768036.03000003
,,415774,3,2025,674998124.43
,,415901,1,2025,2602211.62
,,415901,2,2025,4295568.12
,,415901,3,2025,5838829.0
,,415910,1,2025,4014376.6799999997
,,415910,2,2025,7011007.35
,,415910,3,2025,10206097.870000001
,,415936,1,2025,48162162.24
,,415936,2,2025,107288768.29
,,415936,3,2025,169361304.33999997
,,415944,1,2025,236416.66999999998
,,415944,2,2025,448209.01
,,415944,3,2025,704453.97
,,415987,1,2025,7281789.5
,,415987,2,2025,14934749.35
,,415987,3,2025,22301365.12
,,416398,1,2025,107877012.84
,,416398,2,2025,194652979.27
,,416398,3,2025,291534768.82
,,416401,1,2025,306099826.61
,,416401,2,2025,610942056.1
,,416401,3,2025,912136865.47
,,416410,1,2025,34149.979999999996
,,416410,3,2025,283472.97
,,416428,1,2025,1898718889.44
,,416428,2,2025,3345442950.21
,,416428,3,2025,4820311213.43
,,416495,1,2025,103898295.81
,,416495,2,2025,189034628.32
,,416495,3,2025,285621066.73
,,416525,1,2025,15183498.53
,,416525,2,2025,26618623.82
,,416525,3,2025,37739924.68
,,416568,1,2025,323769080.53
,,416568,2,2025,549825085.39
,,416568,3,2025,806117292.0699999
,,416584,1,2025,76171527.25
,,416584,2,2025,139234837.24
,,416584,3,2025,203560427.38
,,416690,1,2025,117709865.8
,,416690,2,2025,220646588.06
